fullName,jerseyNum,height,position,classYr,teamMarketTo,conferenceShortNameTo,teamMarketFrom,conferenceShortNameFrom,mins,ptsScored,ast,reb,stl,blk,ptsScoredPg,astPg,rebPg,stlPg,blkPg
Andjela Bigovic,6.0,77.0,F,Senior,Seattle U,WAC,Tarleton St.,WAC,291.93,77.0,11.0,54.0,8.0,9.0,2.85185,0.40741,2.0,0.2963,0.33333
Grace Booth,,,,,Houston Christian,Southland,Tarleton St.,WAC,,,,,,,,,,,
Adena Webster,0.0,68.0,G,Freshman,Monmouth,CAA,Temple,American,15.66,5.0,2.0,1.0,1.0,0.0,1.25,0.5,0.25,0.25,0.0
Elise Turrubiates,24.0,72.0,F,Senior,South Dakota,Summit,Tarleton St.,WAC,707.79,180.0,41.0,166.0,33.0,11.0,6.0,1.36667,5.53333,1.1,0.36667
Avery Strickland,13.0,70.0,G,Junior,Belmont,MVC,Tennessee,SEC,104.95,37.0,4.0,25.0,5.0,1.0,1.94737,0.21053,1.31579,0.26316,0.05263
Destinee Wells,10.0,66.0,G,Senior,UT Martin,OVC,Tennessee,SEC,28.54,12.0,1.0,5.0,1.0,0.0,1.33333,0.11111,0.55556,0.11111,0.0
Favor Ayodele,15.0,73.0,F,Senior,Grand Canyon,WAC,Tennessee,SEC,84.79,15.0,3.0,25.0,10.0,1.0,1.0,0.2,1.66667,0.66667,0.06667
Jada Collins,23.0,74.0,F,Freshman,Coppin St.,MEAC,Tennessee St.,OVC,204.79,28.0,3.0,39.0,8.0,17.0,1.33333,0.14286,1.85714,0.38095,0.80952
Krystal Haddock,21.0,70.0,G,Freshman,Presbyterian,Big South,Tennessee St.,OVC,500.12,71.0,17.0,43.0,26.0,6.0,2.53571,0.60714,1.53571,0.92857,0.21429
Megan Aulbert,,,,,Missouri S&T,GLVC,Tennessee Tech,OVC,,,,,,,,,,,
Abbie Boutilier,,,,,Eastern Ill.,OVC,Texas,SEC,,,,,,,,,,,
Ndjakalenga Mwenentanda,,,,,Vanderbilt,SEC,Texas,SEC,,,,,,,,,,,
Erica Moon,3.0,66.0,G,Sophomore,Georgia Tech,ACC,Texas A&M,SEC,477.09,44.0,67.0,38.0,22.0,2.0,1.51724,2.31034,1.31034,0.75862,0.06897
Treasure Thompson,21.0,74.0,F,Senior,Wichita St.,American,Texas Southern,SWAC,633.69,224.0,30.0,134.0,18.0,51.0,7.72414,1.03448,4.62069,0.62069,1.75862
Solè Williams,,,,,Florida St.,ACC,Texas A&M,SEC,,,,,,,,,,,
Kyndall Hunter,7.0,67.0,G,Junior,Houston,Big 12,Texas A&M,SEC,426.35,135.0,24.0,44.0,19.0,2.0,5.19231,0.92308,1.69231,0.73077,0.07692
Taliyah Parker,21.0,73.0,G,Freshman,TCU,Big 12,Texas A&M,SEC,376.39,113.0,25.0,51.0,22.0,11.0,5.38095,1.19048,2.42857,1.04762,0.52381
Laila Phelia,,,,,Syracuse,ACC,Texas,SEC,,,,,,,,,,,
Jaida Belton,,,,,Alabama A&M,SWAC,Texas Southern,SWAC,,,,,,,,,,,
Lay Fantroy,12.0,70.0,G,Sophomore,Delaware,CAA,Texas Southern,SWAC,1001.12,404.0,60.0,203.0,76.0,26.0,12.625,1.875,6.34375,2.375,0.8125
Ja'Mia Harris,8.0,71.0,G,Sophomore,Auburn,SEC,Texas St.,Sun Belt,714.81,295.0,34.0,99.0,42.0,3.0,10.53571,1.21429,3.53571,1.5,0.10714
Heather Baymon,0.0,68.0,G,Freshman,Northern Colo.,Big Sky,Texas St.,Sun Belt,142.82,58.0,9.0,11.0,6.0,1.0,3.86667,0.6,0.73333,0.4,0.06667
Melinda Winston,23.0,72.0,F,Freshman,Lamar University,Southland,Texas St.,Sun Belt,36.54,11.0,0.0,8.0,0.0,0.0,1.57143,0.0,1.14286,0.0,0.0
Ebba Zalamans,,,,,West Florida,Gulf South,Texas St.,Sun Belt,,,,,,,,,,,
Deivejon Harris,8.0,75.0,F,Junior,Hofstra,CAA,Texas Southern,SWAC,537.73,187.0,30.0,171.0,13.0,12.0,6.03226,0.96774,5.51613,0.41935,0.3871
Ivana Krajina,,,,,LMU (CA),WCC,Texas Tech,Big 12,,,,,,,,,,,
Achol Magot,10.0,79.0,F,Sophomore,Arizona,Big 12,Texas Tech,Big 12,34.18,6.0,1.0,13.0,2.0,1.0,0.66667,0.11111,1.44444,0.22222,0.11111
Loghan Johnson,,,,,West Virginia,Big 12,Texas Tech,Big 12,,,,,,,,,,,
Jordana Codio,13.0,73.0,G,Junior,Seton Hall,Big East,Texas,SEC,118.67,33.0,5.0,15.0,8.0,1.0,1.375,0.20833,0.625,0.33333,0.04167
Jasmine Shavers,,,,,Florida St.,ACC,Texas Tech,Big 12,,,,,,,,,,,
Jada Wynn,24.0,73.0,G,Junior,UC Irvine,Big West,Texas Tech,Big 12,582.53,90.0,29.0,74.0,22.0,6.0,2.5,0.80556,2.05556,0.61111,0.16667
Amirah Abdur-Rahim,23.0,75.0,F,Senior,Houston,Big 12,Texas A&M,SEC,395.47,128.0,22.0,82.0,2.0,12.0,4.92308,0.84615,3.15385,0.07692,0.46154
Patricia Anumgba,24.0,67.0,G,Junior,Toledo,MAC,Towson,CAA,1062.92,445.0,67.0,98.0,44.0,4.0,14.35484,2.16129,3.16129,1.41935,0.12903
Caydence Hadley,9.0,73.0,F,Sophomore,Siena,MAAC,Towson,CAA,72.75,23.0,1.0,9.0,2.0,3.0,1.53333,0.06667,0.6,0.13333,0.2
Gabby Scott,21.0,72.0,F,Sophomore,UMBC,AmEast,Towson,CAA,221.55,30.0,5.0,52.0,9.0,4.0,1.5,0.25,2.6,0.45,0.2
Courtney Smith,24.0,73.0,G,Freshman,Montana St.,Big Sky,Toledo,MAC,,,,,,,,,,,
Heidi Smith,9.0,73.0,G,Freshman,Montana St.,Big Sky,Toledo,MAC,,,,,,,,,,,
Khady Leye,6.0,74.0,F,Freshman,Auburn,SEC,Towson,CAA,748.83,318.0,36.0,230.0,31.0,18.0,9.9375,1.125,7.1875,0.96875,0.5625
Anaiah Jenkins,,,,,Radford,Big South,Towson,CAA,,,,,,,,,,,
Nay Staton,3.0,72.0,F,Senior,FGCU,ASUN,Towson,CAA,576.4,242.0,26.0,120.0,19.0,4.0,11.0,1.18182,5.45455,0.86364,0.18182
Khila Morris,,,,,Coppin St.,MEAC,Troy,Sun Belt,,,,,,,,,,,
Adriana Jones,23.0,66.0,G,Junior,Jacksonville St.,CUSA,Troy,Sun Belt,159.9,47.0,10.0,20.0,4.0,1.0,1.95833,0.41667,0.83333,0.16667,0.04167
Shaulana Wagner,,,,,St. John's (NY),Big East,Troy,Sun Belt,,,,,,,,,,,
Lily Ba,,,,,Louisiana,Sun Belt,Tulane,American,,,,,,,,,,,
Briana Peguero,1.0,67.0,G,Senior,Houston,Big 12,Troy,Sun Belt,930.73,385.0,89.0,106.0,50.0,5.0,10.69444,2.47222,2.94444,1.38889,0.13889
Jamirica Roberson,42.0,74.0,F,Junior,Grambling,SWAC,Troy,Sun Belt,87.89,21.0,2.0,20.0,4.0,1.0,1.5,0.14286,1.42857,0.28571,0.07143
Joy Madison-Key,8.0,68.0,G,Freshman,Louisiana Tech,CUSA,Tulane,American,336.19,59.0,57.0,24.0,16.0,5.0,2.45833,2.375,1.0,0.66667,0.20833
Kierra Middleton,24.0,67.0,G,Senior,Louisiana Tech,CUSA,Tulane,American,79.7,7.0,3.0,10.0,0.0,0.0,0.7,0.3,1.0,0.0,0.0
Brooklyn Alexander,,,,,Memphis,American,Tulsa,American,,,,,,,,,,,
Kennedi Alexander,,,,,Memphis,American,Tulsa,American,,,,,,,,,,,
Elise Hill,24.0,67.0,G,Sophomore,SMU,ACC,Tulsa,American,608.19,233.0,50.0,60.0,30.0,3.0,11.09524,2.38095,2.85714,1.42857,0.14286
Kilah Freelon,2.0,73.0,F,Junior,Virginia Tech,ACC,Texas Tech,Big 12,716.77,164.0,33.0,161.0,39.0,25.0,4.55556,0.91667,4.47222,1.08333,0.69444
Alexia Nelson,,,,,Saint Louis,A10,Towson,CAA,,,,,,,,,,,
Cam Mathews,1.0,67.0,G,Junior,Tennessee Tech,OVC,Tulsa,American,270.36,50.0,15.0,40.0,21.0,1.0,1.72414,0.51724,1.37931,0.72414,0.03448
Jade Weathersby,23.0,74.0,F,Sophomore,Florida,SEC,UAB,American,883.99,335.0,50.0,284.0,26.0,32.0,10.80645,1.6129,9.16129,0.83871,1.03226
Tracey Bershers,24.0,74.0,F,Junior,Minnesota,Big Ten,UAB,American,545.55,201.0,50.0,90.0,11.0,12.0,6.48387,1.6129,2.90323,0.35484,0.3871
Ashton Elley,22.0,70.0,G,Junior,Miami (OH),MAC,UAB,American,269.4,72.0,18.0,45.0,8.0,1.0,2.48276,0.62069,1.55172,0.27586,0.03448
Genevive Wedemeyer,11.0,68.0,G,Sophomore,Siena,MAAC,UAB,American,222.88,38.0,5.0,18.0,4.0,0.0,1.35714,0.17857,0.64286,0.14286,0.0
Kristol Ayson,,,,,UCF,Big 12,Tulsa,American,,,,,,,,,,,
Clara Glad,,,,,Eastern Ill.,OVC,UC Davis,Big West,,,,,,,,,,,
Clara Djoko,,,,,Loyola Chicago,A10,UC Irvine,Big West,,,,,,,,,,,
Olivia Williams,21.0,73.0,G,Junior,San Francisco,WCC,UC Irvine,Big West,796.76,230.0,24.0,82.0,34.0,15.0,7.41935,0.77419,2.64516,1.09677,0.48387
Jordyn Marshall,4.0,66.0,G,Junior,Texas Southern,SWAC,UC Riverside,Big West,319.38,61.0,21.0,20.0,14.0,0.0,2.17857,0.75,0.71429,0.5,0.0
Eri Blithikioti,23.0,71.0,G,Sophomore,Northern Ariz.,Big Sky,UC San Diego,Big West,266.16,25.0,26.0,40.0,5.0,3.0,0.96154,1.0,1.53846,0.19231,0.11538
Sumayah Sugapong,3.0,67.0,G,Sophomore,Arizona,Big 12,UC San Diego,Big West,1141.52,512.0,123.0,146.0,86.0,10.0,15.05882,3.61765,4.29412,2.52941,0.29412
Karena Eberts,21.0,74.0,F,Freshman,Colgate,Patriot,UC Santa Barbara,Big West,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurel Rockwood,20.0,76.0,F,Senior,Cleveland St.,Horizon,UC Santa Barbara,Big West,449.01,77.0,11.0,132.0,10.0,3.0,2.96154,0.42308,5.07692,0.38462,0.11538
Makayla Rose,0.0,67.0,G,Junior,UC San Diego,Big West,UC Riverside,Big West,933.02,275.0,53.0,75.0,56.0,1.0,9.16667,1.76667,2.5,1.86667,0.03333
Nevaeh Brown,8.0,69.0,G,Senior,Hofstra,CAA,UCF,Big 12,950.9,264.0,78.0,80.0,32.0,6.0,8.8,2.6,2.66667,1.06667,0.2
Kaitlin Peterson,,,,,Ole Miss,SEC,UCF,Big 12,,,,,,,,,,,
Laila Jewett,0.0,70.0,G,Junior,Georgetown,Big East,UCF,Big 12,860.45,228.0,94.0,70.0,22.0,3.0,8.14286,3.35714,2.5,0.78571,0.10714
Achol Akot,,,,,Oklahoma St.,Big 12,UCF,Big 12,,,,,,,,,,,
Taylor Gibson,15.0,74.0,F,Junior,Hampton,CAA,UCF,Big 12,277.06,59.0,3.0,41.0,4.0,6.0,2.36,0.12,1.64,0.16,0.24
Hadley Periman,,,,,Clemson,ACC,Tulsa,American,,,,,,,,,,,
Emely Rodriguez,12.0,72.0,G,Freshman,Iowa,Big Ten,UCF,Big 12,660.79,297.0,36.0,132.0,36.0,12.0,11.88,1.44,5.28,1.44,0.48
Jada Malone,13.0,75.0,F,Senior,Texas Tech,Big 12,Texas A&M,SEC,548.43,253.0,20.0,143.0,16.0,9.0,8.72414,0.68966,4.93103,0.55172,0.31034
Arek Angui,23.0,80.0,F,Freshman,Auburn,SEC,UCF,Big 12,17.02,5.0,0.0,3.0,0.0,0.0,2.5,0.0,1.5,0.0,0.0
Kendall Dudley,22.0,74.0,F,Freshman,Michigan,Big Ten,UCLA,Big Ten,458.42,69.0,30.0,84.0,16.0,8.0,1.86486,0.81081,2.27027,0.43243,0.21622
Zania Socka-Nguemen,6.0,75.0,F,Freshman,Indiana,Big Ten,UCLA,Big Ten,83.77,24.0,1.0,24.0,1.0,3.0,1.5,0.0625,1.5,0.0625,0.1875
Janiah Barker,0.0,76.0,F,Junior,Tennessee,SEC,UCLA,Big Ten,629.11,266.0,52.0,215.0,22.0,19.0,7.38889,1.44444,5.97222,0.61111,0.52778
Avary Cain,2.0,73.0,G,Freshman,Oregon,Big Ten,UCLA,Big Ten,152.08,27.0,11.0,13.0,4.0,3.0,1.5,0.61111,0.72222,0.22222,0.16667
Londynn Jones,3.0,64.0,G,Junior,Southern California,Big Ten,UCLA,Big Ten,932.29,313.0,67.0,41.0,32.0,5.0,8.45946,1.81081,1.10811,0.86486,0.13514
McKayla Miller,32.0,73.0,G,Sophomore,Lipscomb,ASUN,Tulsa,American,61.37,5.0,4.0,12.0,0.0,2.0,0.625,0.5,1.5,0.0,0.25
Qadence Samuels,,,,,NC State,ACC,UConn,Big East,,,,,,,,,,,
Grace Okih,,,,,Wright St.,Horizon,UIW,Southland,,,,,,,,,,,
Jakayla Johnson,3.0,69.0,G,Senior,Southern Miss.,Sun Belt,ULM,Sun Belt,888.37,438.0,91.0,119.0,46.0,5.0,15.64286,3.25,4.25,1.64286,0.17857
Nya Valentine,2.0,63.0,G,Senior,Northwestern St.,Southland,ULM,Sun Belt,678.72,170.0,66.0,40.0,16.0,1.0,6.07143,2.35714,1.42857,0.57143,0.03571
Brikayla Gray,6.0,68.0,G,Senior,Southern Miss.,Sun Belt,ULM,Sun Belt,517.68,136.0,27.0,115.0,32.0,8.0,4.85714,0.96429,4.10714,1.14286,0.28571
Laila Walker,,,,,Old Dominion,Sun Belt,ULM,Sun Belt,,,,,,,,,,,
Chardai Watkins,1.0,69.0,G,Junior,West Ala.,Gulf South,ULM,Sun Belt,1.72,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Meloney Thames,33.0,68.0,G,Junior,Southern Miss.,Sun Belt,ULM,Sun Belt,873.69,353.0,48.0,78.0,25.0,14.0,13.07407,1.77778,2.88889,0.92593,0.51852
Sandra Frau-Garcia,20.0,67.0,G,Senior,Stony Brook,CAA,UIC,MVC,624.09,99.0,97.0,59.0,38.0,3.0,3.09375,3.03125,1.84375,1.1875,0.09375
Miriam Prince,10.0,67.0,G,Sophomore,Southern Miss.,Sun Belt,ULM,Sun Belt,,,,,,,,,,,
Sakyia White,22.0,73.0,F,Senior,Southern Miss.,Sun Belt,ULM,Sun Belt,720.11,264.0,17.0,241.0,32.0,17.0,9.42857,0.60714,8.60714,1.14286,0.60714
Anne Adewumi,11.0,70.0,G,Freshman,Niagara,MAAC,UMBC,AmEast,115.38,44.0,1.0,21.0,1.0,0.0,2.09524,0.04762,1.0,0.04762,0.0
Layla Marshall,2.0,68.0,G,Freshman,Walsh,G-MAC,UMBC,AmEast,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amira Ofunniyin,3.0,72.0,F,Sophomore,Gardner-Webb,Big South,UMES,MEAC,146.12,19.0,2.0,43.0,8.0,3.0,0.86364,0.09091,1.95455,0.36364,0.13636
Abbey Lindsey,5.0,68.0,G,Sophomore,Bryant,AmEast,UMass Lowell,AmEast,683.88,276.0,36.0,69.0,24.0,3.0,11.04,1.44,2.76,0.96,0.12
Rayne Durant,14.0,73.0,F,Sophomore,Howard,MEAC,UMass Lowell,AmEast,824.06,265.0,24.0,141.0,21.0,29.0,9.46429,0.85714,5.03571,0.75,1.03571
Aniya Hubbard,,,,,Troy,Sun Belt,UAB,American,412.52,292.0,39.0,85.0,40.0,7.0,17.17647,2.29412,5.0,2.35294,0.41176
Kelly Boyle,,,,,Roosevelt,GLIAC,UNC Greensboro,SoCon,,,,,,,,,,,
Laycee Drake,2.0,66.0,G,Senior,St. Bonaventure,A10,UAlbany,AmEast,216.25,74.0,11.0,37.0,9.0,2.0,2.74074,0.40741,1.37037,0.33333,0.07407
Nya Smith,,,,,Purdue,Big Ten,UNC Greensboro,SoCon,,,,,,,,,,,
Yacine N'Diaye,5.0,76.0,F,Sophomore,Rutgers,Big Ten,UNC Greensboro,SoCon,248.43,72.0,5.0,79.0,9.0,18.0,3.13043,0.21739,3.43478,0.3913,0.78261
Taylor Wilkins,,,,,Southeastern La.,Southland,UNC Asheville,Big South,,,,,,,,,,,
Taylor Henderson,2.0,71.0,G,Junior,Purdue,Big Ten,UNCW,CAA,899.38,357.0,68.0,185.0,39.0,4.0,11.9,2.26667,6.16667,1.3,0.13333
Grace Boffeli,42.0,73.0,F,Senior,Creighton,Big East,UNI,MVC,42.44,16.0,0.0,12.0,3.0,2.0,8.0,0.0,6.0,1.5,1.0
Katy Reyerson,33.0,74.0,F,Sophomore,South Dakota,Summit,UNI,MVC,116.62,30.0,2.0,25.0,4.0,2.0,2.30769,0.15385,1.92308,0.30769,0.15385
Ellie Foster,3.0,71.0,G,Junior,Upper Iowa,GLVC,UNI,MVC,85.5,9.0,4.0,4.0,2.0,0.0,0.45,0.2,0.2,0.1,0.0
Kenadee Winfrey,,,,,West Tex. A&M,Lone Star,UNLV,MWC,,,,,,,,,,,
Sydney Burris,,,,,Coppin St.,MEAC,UNC Asheville,Big South,,,,,,,,,,,
Ines Gnahore,33.0,69.0,G,Junior,Austin Peay,ASUN,UC Irvine,Big West,122.74,72.0,4.0,29.0,2.0,0.0,3.78947,0.21053,1.52632,0.10526,0.0
Adeang Ring,22.0,77.0,F,Freshman,Virginia,ACC,UCF,Big 12,288.21,85.0,8.0,73.0,9.0,12.0,3.69565,0.34783,3.17391,0.3913,0.52174
Amarachi Kimpson,33.0,68.0,G,Sophomore,Miami (FL),ACC,UNLV,MWC,962.31,449.0,73.0,90.0,38.0,4.0,14.48387,2.35484,2.90323,1.22581,0.12903
Elli Guiney,22.0,71.0,G,Freshman,Pepperdine,WCC,UNLV,MWC,52.75,21.0,2.0,4.0,2.0,0.0,1.75,0.16667,0.33333,0.16667,0.0
Macy Spencer,,,,,High Point,Big South,UNLV,MWC,,,,,,,,,,,
McKinna Brackens,21.0,73.0,F,Sophomore,Arizona St.,Big 12,UNLV,MWC,864.64,311.0,45.0,187.0,27.0,12.0,9.71875,1.40625,5.84375,0.84375,0.375
Lele Tanuvasa,13.0,72.0,G,Freshman,Northern Colo.,Big Sky,USC Upstate,Big South,277.79,85.0,11.0,48.0,9.0,6.0,3.4,0.44,1.92,0.36,0.24
Ava Miller,15.0,74.0,F,Freshman,North Dakota,Summit,USC Upstate,Big South,368.25,82.0,7.0,83.0,6.0,17.0,2.92857,0.25,2.96429,0.21429,0.60714
Jeni Levine,1.0,67.0,G,Junior,UNC Greensboro,SoCon,USC Upstate,Big South,818.98,251.0,85.0,82.0,23.0,1.0,8.96429,3.03571,2.92857,0.82143,0.03571
Kaitlyn McCarn,2.0,68.0,G,Freshman,Central Okla.,Mid-America Intercollegiate,UT Martin,OVC,460.67,86.0,24.0,54.0,14.0,2.0,2.77419,0.77419,1.74194,0.45161,0.06452
Shae Littleford,11.0,67.0,G,Junior,Central Ark.,ASUN,UT Martin,OVC,999.8,356.0,59.0,75.0,59.0,5.0,11.48387,1.90323,2.41935,1.90323,0.16129
Daejah Richmond,,,,,Memphis,American,UT Martin,OVC,,,,,,,,,,,
Morgan Borgstadt,15.0,72.0,G,Freshman,UIW,Southland,UT Martin,OVC,306.73,66.0,21.0,45.0,17.0,2.0,2.75,0.875,1.875,0.70833,0.08333
Taylor Scohy,22.0,69.0,G,Freshman,Ohio Dominican,G-MAC,UT Martin,OVC,32.74,13.0,2.0,4.0,0.0,0.0,0.92857,0.14286,0.28571,0.0,0.0
Anaya Brown,,,,,SMU,ACC,UT Martin,OVC,,,,,,,,,,,
Dunja Zecevic,8.0,74.0,F,Sophomore,Duquesne,A10,UTEP,CUSA,318.25,110.0,11.0,70.0,5.0,14.0,5.2381,0.52381,3.33333,0.2381,0.66667
Thelma Barbitch,20.0,70.0,G,Freshman,Charleston So.,Big South,UTEP,CUSA,41.21,16.0,3.0,4.0,0.0,0.0,2.66667,0.5,0.66667,0.0,0.0
Yagmur Canguven,,,,,Southern Ark.,GAC,UTEP,CUSA,,,,,,,,,,,
Jayda Holiman,,,,,UTSA,American,UTRGV,Southland,,,,,,,,,,,
Tierra Trotter,0.0,64.0,G,Senior,Kansas City,Summit,UTRGV,Southland,853.34,231.0,98.0,84.0,27.0,6.0,7.7,3.26667,2.8,0.9,0.2
Ja'Shelle Johnson,4.0,64.0,G,Sophomore,Colo. Christian,RMAC,UTRGV,Southland,261.6,34.0,31.0,19.0,4.0,0.0,1.30769,1.19231,0.73077,0.15385,0.0
Aysia Proctor,12.0,68.0,G,Sophomore,North Texas,American,UTSA,American,287.01,90.0,17.0,39.0,9.0,4.0,4.5,0.85,1.95,0.45,0.2
Alexis Parker,2.0,69.0,G,Junior,Lamar University,Southland,UTSA,American,174.79,23.0,7.0,25.0,6.0,1.0,1.04545,0.31818,1.13636,0.27273,0.04545
Kylie Ray,6.0,68.0,G,Freshman,San Diego,WCC,Utah,Big 12,90.92,6.0,9.0,11.0,4.0,0.0,0.375,0.5625,0.6875,0.25,0.0
Taliyah Logwood,22.0,69.0,G,Freshman,Texas Southern,SWAC,Utah St.,MWC,359.49,199.0,11.0,83.0,35.0,8.0,9.47619,0.52381,3.95238,1.66667,0.38095
Mia Tarver,23.0,67.0,G,Junior,Arkansas St.,Sun Belt,Utah St.,MWC,727.65,239.0,44.0,82.0,55.0,2.0,9.19231,1.69231,3.15385,2.11538,0.07692
Allyzee Verdan,31.0,74.0,F,Senior,Charleston So.,Big South,Utah St.,MWC,22.32,3.0,0.0,2.0,1.0,0.0,0.6,0.0,0.4,0.2,0.0
Karlie Banks,11.0,71.0,F,Freshman,West Florida,Gulf South,Utah St.,MWC,107.06,12.0,2.0,17.0,4.0,0.0,1.0,0.16667,1.41667,0.33333,0.0
Ava Smith,3.0,68.0,G,Freshman,Bellarmine,ASUN,Utah St.,MWC,141.36,19.0,13.0,16.0,5.0,0.0,1.1875,0.8125,1.0,0.3125,0.0
Denae Skelton,4.0,68.0,G,Freshman,Merrimack,MAAC,Utah St.,MWC,403.86,120.0,14.0,35.0,10.0,5.0,4.8,0.56,1.4,0.4,0.2
Nene Sow,25.0,80.0,F,Senior,Oregon St.,WCC,Utah,Big 12,20.44,6.0,0.0,6.0,0.0,1.0,0.66667,0.0,0.66667,0.0,0.11111
Ivory Finley,0.0,70.0,G,Junior,Pepperdine,WCC,Utah St.,MWC,726.17,177.0,31.0,90.0,25.0,3.0,6.32143,1.10714,3.21429,0.89286,0.10714
CJ Latta,,,,,San Diego St.,MWC,Utah St.,MWC,,,,,,,,,,,
Nicole Willardson,25.0,76.0,F,Sophomore,Weber St.,Big Sky,Utah Tech,WAC,423.71,62.0,14.0,98.0,15.0,15.0,2.13793,0.48276,3.37931,0.51724,0.51724
Makeili Ika,15.0,64.0,G,Sophomore,Westminster (UT),RMAC,Utah Tech,WAC,71.14,17.0,6.0,2.0,3.0,0.0,1.21429,0.42857,0.14286,0.21429,0.0
Valentina Ojeda,,,,,Rhode Island,A10,VCU,A10,,,,,,,,,,,
Timaya Lewis-Eutsey,,,,,Marshall,Sun Belt,VCU,A10,,,,,,,,,,,
Deniz Torgut,,,,,Mount St. Mary's,MAAC,VCU,A10,,,,,,,,,,,
Zoli Khalil,,,,,Towson,CAA,VCU,A10,,,,,,,,,,,
Aaliyah Ibarra,21.0,68.0,G,Junior,Seattle U,WAC,Utah Tech,WAC,471.87,209.0,21.0,54.0,19.0,1.0,7.46429,0.75,1.92857,0.67857,0.03571
Gianna Kneepkens,5.0,72.0,G,Senior,UCLA,Big Ten,Utah,Big 12,933.11,599.0,94.0,155.0,32.0,8.0,19.32258,3.03226,5.0,1.03226,0.25806
Sidney Love,11.0,68.0,G,Junior,Texas Tech,Big 12,UTSA,American,959.37,308.0,107.0,108.0,39.0,11.0,10.26667,3.56667,3.6,1.3,0.36667
Layla Gold,,,,,Oakland,Horizon,Valparaiso,MVC,,,,,,,,,,,
Saniya Jackson,,,,,Butler,Big East,Valparaiso,MVC,,,,,,,,,,,
Iyana Moore,23.0,68.0,G,Senior,Notre Dame,ACC,Vanderbilt,SEC,993.72,397.0,86.0,86.0,34.0,5.0,12.40625,2.6875,2.6875,1.0625,0.15625
Alexis Black,9.0,69.0,G,Junior,Fordham,A10,VCU,A10,19.0,3.0,1.0,2.0,0.0,0.0,1.5,0.5,1.0,0.0,0.0
Lexi Kerstein,1.0,66.0,G,Sophomore,NIU,MAC,Vermont,AmEast,22.39,2.0,1.0,6.0,1.0,0.0,0.28571,0.14286,0.85714,0.14286,0.0
Natalie Beaudoin,,,,,Franklin Pierce,NE10,Vermont,AmEast,,,,,,,,,,,
Nika Kurdija,11.0,69.0,G,Junior,USC Aiken,Peach Belt,Vermont,AmEast,55.31,15.0,3.0,7.0,2.0,0.0,0.83333,0.16667,0.38889,0.11111,0.0
Maddie Webber,34.0,71.0,G,Sophomore,Illinois,Big Ten,Villanova,Big East,1191.26,478.0,80.0,105.0,30.0,20.0,13.27778,2.22222,2.91667,0.83333,0.55556
Hawa Doumbouya,,,,,VCU,A10,Virginia,ACC,45.73,27.0,6.0,19.0,1.0,3.0,2.07692,0.46154,1.46154,0.07692,0.23077
Edessa Noyan,,,,,Indiana,Big Ten,Virginia,ACC,,,,,,,,,,,
Nevaeh Jackson,,,,,Butler,Big East,Valparaiso,MVC,,,,,,,,,,,
Casey Valenti-Paea,10.0,69.0,G,Senior,Grand Canyon,WAC,Virginia,ACC,315.39,63.0,18.0,45.0,13.0,3.0,2.1,0.6,1.5,0.43333,0.1
RyLee Grays,2.0,76.0,F,Sophomore,Tulsa,American,Virginia,ACC,269.32,46.0,2.0,61.0,12.0,4.0,2.0,0.08696,2.65217,0.52174,0.17391
Kamryn Kitchen,,,,,Arizona,Big 12,Virginia,ACC,,,,,,,,,,,
Payton Dunbar,23.0,71.0,G,Freshman,Providence,Big East,Virginia,ACC,121.65,29.0,7.0,13.0,1.0,2.0,1.93333,0.46667,0.86667,0.06667,0.13333
Latasha Lattimore,,,,,Ole Miss,SEC,Virginia,ACC,,,,,,,,,,,
Myah Hazelton,,,,,Rice,American,Virginia Tech,ACC,,,,,,,,,,,
Lani White,0.0,71.0,G,Junior,Utah,Big 12,Virginia Tech,ACC,836.16,308.0,45.0,105.0,14.0,10.0,9.625,1.40625,3.28125,0.4375,0.3125
Ramiya White,,,,,Kansas St.,Big 12,Virginia Tech,ACC,,,,,,,,,,,
Emma Lucio,3.0,69.0,G,Sophomore,Southeastern La.,Southland,UTSA,American,125.93,27.0,6.0,18.0,1.0,0.0,1.42105,0.31579,0.94737,0.05263,0.0
Adebukola Akomolafe,,,,,SIUE,OVC,VCU,A10,,,,,,,,,,,
Demeara Hinds,,,,,Clemson,ACC,Wake Forest,ACC,,,,,,,,,,,
Malaya Cowles,5.0,75.0,F,Junior,Notre Dame,ACC,Wake Forest,ACC,680.08,245.0,27.0,143.0,44.0,18.0,8.75,0.96429,5.10714,1.57143,0.64286
Alice Dart,,,,,Buffalo,MAC,Washington St.,WCC,,,,,,,,,,,
Jenna Villa,34.0,73.0,G,Sophomore,Oregon St.,WCC,Washington St.,WCC,743.52,187.0,50.0,85.0,19.0,9.0,5.5,1.47059,2.5,0.55882,0.26471
Dayana Mendes,13.0,74.0,F,Freshman,Southern California,Big Ten,Washington St.,WCC,553.85,249.0,40.0,158.0,19.0,18.0,8.3,1.33333,5.26667,0.63333,0.6
